SECUCODE,SECURITY_CODE,SECURITY_NAME_ABBR,ORG_CODE,REPORT_DATE,DATE_TYPE_CODE,FISCAL_YEAR,START_DATE,STD_ITEM_CODE,STD_ITEM_NAME,AMOUNT
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,001997,加:经营调整其他项目,-21000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,001999,营运资金变动前经营溢利,42407000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,002002,应收帐款减少,-1660000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,002003,应收关联方款项(增加)减少,125000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,002004,应付帐款及应计费用增加(减少),208000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,002005,应付关联方款项增加(减少),-157000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,002006,营运资本变动其他项目,-17607000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,002007,预付款项、按金及其他应收款项减少(增加),1177000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,002009,递延收入(增加)减少,-293000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,002999,经营产生现金,24200000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,003999,经营业务现金净额,24200000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,005003,存款减少(增加),-24898000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,005005,购建固定资产,5084000000
09888.HK,09888,百度集团-SW,10088143,2020-12-31 00:00:00,001,12-31,2020-01-01 00:00:00,005007,购建无形资产及其他资产,247000000
